,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
9013,570286345454800896,negative,1.0,Late Flight,0.6495,,MauererPower,,2,@USAirways @AmericanAir how does a pilot forget log book? Been waiting on plane for 45 mins!! #AlsoNoDrinkCartComingAround,,2015-02-24 10:17:14 -0800,,Central Time (US & Canada)
9014,570286290203070465,negative,1.0,Customer Service Issue,0.6942,,AshleyKAtherton,,0,@USAirways already did it. One person said they couldn't do anything another said she didn't know why the first person we talked 2 said that,,2015-02-24 10:17:01 -0800,,Central Time (US & Canada)
9015,570286035118071808,negative,1.0,Customer Service Issue,0.6826,,djndc4l,,0,@USAirways @AshleyKAtherton Over an hour on hold so far,,2015-02-24 10:16:00 -0800,,
9016,570285320085880832,negative,1.0,Late Flight,1.0,,HPUgradMM,,0,"@usairways RT @Dmoukdarath: Nice, another delay with @usair second one this trip. Left engine leaking...what's next?? #USAIR #nothappy",,2015-02-24 10:13:10 -0800,Triad,
9017,570285070184898561,negative,1.0,Customer Service Issue,1.0,,JustinEhlert,,0,@USAirways I want to love you! 43 minutes on hold! Help me understand why I switched loyalty programs. http://t.co/cHGy5yrVka,,2015-02-24 10:12:10 -0800,"Austin, tx",
9018,570284855163883520,negative,0.6563,Customer Service Issue,0.6563,,djndc4l,,0,@USAirways 59 minutes now. Nice customer service you got going on.,,2015-02-24 10:11:19 -0800,,
9019,570281232287731712,negative,1.0,Customer Service Issue,1.0,,djndc4l,,0,@USAirways 44 minutes on hold so far. And still haven't spoke to a human. Never using you again.,,2015-02-24 09:56:55 -0800,,
9020,570280852791422976,neutral,0.6421,,0.0,,mdendas,,0,@USAirways where is your email address? Its not on this page: http://t.co/5cwH1yfOow,,2015-02-24 09:55:25 -0800,,Eastern Time (US & Canada)
9021,570280737951375360,negative,1.0,Can't Tell,1.0,,themainevent001,,0,@USAirways You have no idea how upset and frustrated I am right now. I'll be sure to follow through with never flying with you again.,,2015-02-24 09:54:57 -0800,Saratoga Springs,
9022,570280653389996034,negative,1.0,longlines,0.6616,,mcrowe6655,,0,@USAirways how can a person go from number one on a standby list to number twelve in three hours?  Should I be super platinum diamond status,,2015-02-24 09:54:37 -0800,Cleveland,Mountain Time (US & Canada)
9023,570280436796166144,negative,0.664,Flight Booking Problems,0.336,,themainevent001,,0,"@USAirways Forget reservations. Thank you to the great leadership at your company, I've Cancelled Flighted my flight. Once again, thank you.",,2015-02-24 09:53:46 -0800,Saratoga Springs,
9024,570279106090274817,positive,1.0,,,,mlmoore2,,0,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,,2015-02-24 09:48:28 -0800,"Gulfport, MS",Central Time (US & Canada)
9025,570279050276704257,neutral,0.6354,,,,sundialtours,,0,"@USAirways ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/0JJT4X3YxG",,2015-02-24 09:48:15 -0800,"Astoria, OR",Tijuana
9026,570278902959988736,neutral,1.0,,,,AshleyKAtherton,,0,@USAirways and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!,,2015-02-24 09:47:40 -0800,,Central Time (US & Canada)
9027,570278432417972224,negative,0.6523,Cancelled Flight,0.6523,,RyanDrinks42,,2,.@USAirways It was this saturday during all the snow in the DC area.  Excited the flight was not Cancelled Flightled but sad he went missing.,,2015-02-24 09:45:48 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada)
9028,570278202897276928,negative,0.6616,Customer Service Issue,0.3429999999999999,,wyattmel,,0,"@USAirways @AmericanAir I love you guys &amp; I'm gonna let you finish, but I've been on hold for 1 hour trying to book a flight w/ my voucher.",,2015-02-24 09:44:53 -0800,,Eastern Time (US & Canada)
9029,570277612389412864,negative,0.6448,Flight Attendant Complaints,0.6448,,pinkgolftees,,0,"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",,2015-02-24 09:42:32 -0800,"Denver, CO",Mountain Time (US & Canada)
9030,570276878788861953,negative,1.0,Lost Luggage,0.6875,,RogerWaterer,,0,@USAirways Need to talk to a person about my bag. Waiting on hold for two hours. Bag s!b delivered last night. Online says not found.,,2015-02-24 09:39:37 -0800,,
9031,570276806512779264,neutral,1.0,,,,dagzapatero,,0,@USAirways  2 calls &amp; wasted 3 hrs on hold to change my coming divided awards weather reLate Flightd flight. Y'all disconnected me 2x. Please help.,,2015-02-24 09:39:20 -0800,Tidewater - Virginia,Atlantic Time (Canada)
9032,570276681551732736,negative,1.0,Lost Luggage,1.0,,_Leycar,,0,@USAirways I don't want your sympathy I want someone to make an effort to find my bag,,2015-02-24 09:38:50 -0800,,Eastern Time (US & Canada)
9033,570276439829774336,negative,1.0,Customer Service Issue,0.6854,,pinkgolftees,,0,"@USAirways She spoke with someone this AM and was told that breast pumps aren't medical equipment and that she should have ""planned better.""",,2015-02-24 09:37:53 -0800,"Denver, CO",Mountain Time (US & Canada)
9034,570275106724782080,negative,0.6656,Lost Luggage,0.6656,,tuneday,,0,@USAirways - 800# referred me back to baggage services but I left the airport. I was on seat 17A,,2015-02-24 09:32:35 -0800,"Philadelphia, PA",
9035,570274750821486592,positive,1.0,,,,DCEssig,,0,@USAirways thank you very much.,,2015-02-24 09:31:10 -0800,,Eastern Time (US & Canada)
9036,570274417546113025,neutral,0.7002,,0.0,,tuneday,,0,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",,2015-02-24 09:29:50 -0800,"Philadelphia, PA",
9037,570274302118858752,negative,1.0,Can't Tell,0.6614,,ajbibbs,,0,@USAirways - First impressions are hard to reverse.  A horrible first experience with you.  Will never fly with you again!!!,,2015-02-24 09:29:23 -0800,,
9038,570274057729519617,neutral,1.0,,,,themainevent001,,0,@USAirways is there a phone number or email address to customer service?,,2015-02-24 09:28:25 -0800,Saratoga Springs,
9039,570273880486629377,negative,1.0,Cancelled Flight,0.3545,,themainevent001,,0,"@USAirways not going as planned is an understatement. My flight was just changed AGAIN. If it weren't for a family emergency, I'd Cancelled Flight.",,2015-02-24 09:27:42 -0800,Saratoga Springs,
9040,570273188485197825,negative,0.6674,Late Flight,0.6674,,SteveBass2,,0,"@USAirways ...2 hours on the plane, they at least got us on a direct flight a couple hours Late Flightr on United","[40.6954621, -74.1733106]",2015-02-24 09:24:57 -0800,,
9041,570272465299083264,negative,1.0,Lost Luggage,1.0,,DannyLawray,,0,@USAirways sadly that didn't help me at my meeting at work today seeing as my presentation was in there! Major strike against me!!!,,2015-02-24 09:22:05 -0800,"Dumfries, Virginia",Eastern Time (US & Canada)
9042,570272309434564608,negative,0.6875,Lost Luggage,0.3542,,RyanDrinks42,,2,.@USAirways I did but the more eyes I have looking for Pandu the better chance I have of bringing him home.,,2015-02-24 09:21:28 -0800,Just outside of Thunder Dome,Eastern Time (US & Canada)
9043,570272154635374592,negative,1.0,Lost Luggage,1.0,,_Leycar,,0,@USAirways my bag is still lost and I can not get anyone on the phone to assist me and the tracking updates have stopped,,2015-02-24 09:20:51 -0800,,Eastern Time (US & Canada)
9044,570271713512046592,positive,0.6549,,,,JenRomanoff,,0,@USAirways thanks !!!,,2015-02-24 09:19:06 -0800,,Eastern Time (US & Canada)
9045,570271209822294016,neutral,1.0,,,,JenRomanoff,,0,@USAirways so I can make a reservation,,2015-02-24 09:17:06 -0800,,Eastern Time (US & Canada)
9046,570271160363057154,neutral,0.6749,,0.0,,JenRomanoff,,0,@USAirways I didn't make a reservation yet. It's about changing name on my dividend miles account,,2015-02-24 09:16:54 -0800,,Eastern Time (US & Canada)
9047,570270772746461186,negative,1.0,Customer Service Issue,1.0,,suzkschir6,,0,"@USAirways 167 minutes?  ""Im not trained in that"". Cmon. Can't you do better than that?",,2015-02-24 09:15:21 -0800,,
9048,570270630660218881,neutral,1.0,,,,DCEssig,,0,"@USAirways if I qualify for free 1st checked bag, is that applied at checkin? Same for using companion tickets?",,2015-02-24 09:14:48 -0800,,Eastern Time (US & Canada)
9049,570269976042573824,negative,1.0,Customer Service Issue,0.6444,,JenRomanoff,,0,@USAirways any direct number to dividend miles account info? Every Time I try them I get actually hung up on,,2015-02-24 09:12:12 -0800,,Eastern Time (US & Canada)
9050,570269272502607873,negative,0.6737,Flight Booking Problems,0.3684,,haascc6,,0,@USAirways trying to use chairman upgrade cert for flt 740 on 2/26/14 but being told not an option with 10 open seats? How? Thanks,,2015-02-24 09:09:24 -0800,,Eastern Time (US & Canada)
9051,570267781859557377,negative,1.0,Customer Service Issue,1.0,,JenRomanoff,,0,@USAirways but I've been trying to call them since yesterday and I keep getting hung up on? Can you get me through to them??,,2015-02-24 09:03:28 -0800,,Eastern Time (US & Canada)
9052,570266871586553856,neutral,1.0,,,,msergovich5,,0,@USAirways what's the charge for oversize? Not overweight,,2015-02-24 08:59:51 -0800,,Atlantic Time (Canada)
9053,570265780186710017,neutral,1.0,,,,JenRomanoff,,0,"@USAirways to my legal last name. So it's not technically a name change,
I just used the wrong name",,2015-02-24 08:55:31 -0800,,Eastern Time (US & Canada)
9054,570265699215675392,negative,0.3913,Flight Booking Problems,0.3913,,JenRomanoff,,0,@USAirways an award travel ticket but cannot since it is under a different last name. I simply need to change it,,2015-02-24 08:55:12 -0800,,Eastern Time (US & Canada)
9055,570265609122029568,neutral,0.6737,,0.0,,JenRomanoff,,0,@USAirways Hi! On my dividend miles account I accidentally listed my newly married name as opposed to my legal name. I am trying to book,,2015-02-24 08:54:50 -0800,,Eastern Time (US & Canada)
9056,570264306350227456,negative,0.636,Customer Service Issue,0.3299,,xafbcn,,0,@usairways Ok thank you…I call from Spain to US for seating assistance!,,2015-02-24 08:49:40 -0800,Barcelona,Brussels
9057,570262977947013120,neutral,1.0,,,,itsandrewhorn,,0,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,,2015-02-24 08:44:23 -0800,Brooklyn,Eastern Time (US & Canada)
9058,570262676481421312,negative,1.0,Bad Flight,0.7085,,DougAsano,,0,@USAirways 2day: no coffee &amp; 1 working toilet.  Then I read domestic airlines whining re: foreign competition.  Coincidence?  No  #openskies,,2015-02-24 08:43:11 -0800,,
9059,570259388872695808,neutral,1.0,,,,msergovich5,,0,@USAirways how much is it to check golf clubs on a flight. They might be oversized,,2015-02-24 08:30:07 -0800,,Atlantic Time (Canada)
9060,570259268844314625,neutral,1.0,,,,DaveKrupinski,,0,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,,2015-02-24 08:29:39 -0800,"New York, NY",Eastern Time (US & Canada)
9061,570258946860171264,neutral,1.0,,,,GMLane,,0,@usairways Is it possible to Cancelled Flight my reservation online?,,2015-02-24 08:28:22 -0800,,Eastern Time (US & Canada)
9062,570258435448688641,negative,1.0,Cancelled Flight,0.3474,,GMLane,,0,"@USAirways I've been on hold to rebook a Cancelled Flighted flight for over two hours. I know weather has a huge impact, but you should anticipate.",,2015-02-24 08:26:20 -0800,,Eastern Time (US & Canada)
9063,570258209534922752,negative,1.0,Customer Service Issue,0.6665,,SoClutchAllie,,0,"@USAirways Been on hold for over 5 hours! I believe I was overcharged $200 for my flight, I need an immediate explanation. HELP",,2015-02-24 08:25:26 -0800,"In a galaxy far, far away ✨",Pacific Time (US & Canada)
9064,570257918798516224,neutral,1.0,,,,oliviahaymond,,0,"@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.",,2015-02-24 08:24:17 -0800,"Tampa, Florida",Eastern Time (US & Canada)
9065,570257107737571329,positive,0.6667,,,,mikebrandes,,0,@USAirways I made it- thx.,,2015-02-24 08:21:04 -0800,"Minneapolis, MN",Eastern Time (US & Canada)
9066,570256300556165122,negative,1.0,Customer Service Issue,1.0,,CoryDauphin,,0,@USAirways still on hold...1 hr 27 mins....thank god for chairman status. status match @Delta?,,2015-02-24 08:17:51 -0800,,
9067,570255224155348992,neutral,1.0,,,,oliviahaymond,,0,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",,2015-02-24 08:13:34 -0800,"Tampa, Florida",Eastern Time (US & Canada)
9068,570253865066602497,negative,1.0,Customer Service Issue,1.0,,msergovich5,,0,@USAirways has the worst customer service. Can't even get through to a rep you gotta be kidding me,,2015-02-24 08:08:10 -0800,,Atlantic Time (Canada)
9069,570252052099678208,negative,1.0,Customer Service Issue,1.0,,yorkshire2002,,1,@USAirways @Beamske But maybe I can be on hold for 30 minutes again. That would be just as amazing.,,2015-02-24 08:00:58 -0800,Kentucky,Eastern Time (US & Canada)
9070,570251909447192577,negative,1.0,Lost Luggage,1.0,,yorkshire2002,,1,@USAirways @Beamske how about a real live person talk to the person whose luggage was lost for 4 days and vacation wrecked . @yorkshire2002,,2015-02-24 08:00:24 -0800,Kentucky,Eastern Time (US & Canada)
9071,570250989305004033,negative,1.0,Late Flight,1.0,,mikebrandes,,0,@usairways is your clt departures delayed? Hoping I can make my connection after a lengthy take off delay and endless taxi-ing here at clt,,2015-02-24 07:56:45 -0800,"Minneapolis, MN",Eastern Time (US & Canada)
9072,570250443034640384,positive,0.7039,,0.0,,yorkshire2002,,0,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,,2015-02-24 07:54:35 -0800,Kentucky,Eastern Time (US & Canada)
9073,570249204767055872,negative,1.0,Lost Luggage,1.0,,DannyLawray,,0,@USAirways So frustrating because I still have not gotten them back. Why my bag was sent to NY is a mystery!  Shame on me this time!,,2015-02-24 07:49:39 -0800,"Dumfries, Virginia",Eastern Time (US & Canada)
9074,570248954572619776,negative,1.0,Lost Luggage,1.0,,DannyLawray,,0,@USAirways I will NEVER travel US Airways again. Flew in from LA to DC last night and for the 2nd time on this airline my bags didn't arrive,,2015-02-24 07:48:40 -0800,"Dumfries, Virginia",Eastern Time (US & Canada)
9075,570248242853773312,positive,1.0,,,,OneT_Mat,,0,@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly,,2015-02-24 07:45:50 -0800,"Boston, MA",Atlantic Time (Canada)
9076,570247763704868864,negative,1.0,Customer Service Issue,1.0,,JenRomanoff,,0,@USAirways like they will call me? I'v been trying since yesterday and no one is answering...,,2015-02-24 07:43:56 -0800,,Eastern Time (US & Canada)
9077,570245576815546368,negative,1.0,Customer Service Issue,0.6897,,bergie72,,0,"@USAirways your CSR in PHL suck.   Flt 3883 gets cx'd,  i get rebooked to the next day?  On standby for 4011. Not hopeful.",,2015-02-24 07:35:14 -0800,"Hanover Twp, PA",
9078,570243874062503936,negative,1.0,Customer Service Issue,1.0,,JenRomanoff,,0,@USAirways HELLO!! Is anyone behind your twitter account? #badcustomerservice,,2015-02-24 07:28:28 -0800,,Eastern Time (US & Canada)
9079,570242474750423040,negative,1.0,Customer Service Issue,1.0,,JenRomanoff,,0,@USAirways I keep getting hung up on. PLEASE respond so I can book a ticket with you. I won't be able to buy one unless I speak to someone!,,2015-02-24 07:22:55 -0800,,Eastern Time (US & Canada)
9080,570242452092813312,negative,1.0,Cancelled Flight,1.0,,OneT_Mat,,0,@USAirways hey!!  Yeah last time I got a phone call when flight was Cancelled Flightled from DCA to BOS,,2015-02-24 07:22:49 -0800,"Boston, MA",Atlantic Time (Canada)
9081,570242191685234688,negative,0.6316,Can't Tell,0.3263,,_Justin22_,,0,@USAirways You should be prepared for Weather. All I want to do is find out if I can take train to PHL to catch my connection.,,2015-02-24 07:21:47 -0800,,Eastern Time (US & Canada)
9082,570241590758920192,negative,1.0,Cancelled Flight,1.0,,yorkshire2002,,0,"@USAirways When you are deciding to wreck a vacation... is losing luggage from a Cancelled Flighted flight your ""go to"" maneuver?",,2015-02-24 07:19:24 -0800,Kentucky,Eastern Time (US & Canada)
9083,570240576144211968,positive,0.3782,,0.0,,david_drhealey,,0,@USAirways see you on board tomorrow,,2015-02-24 07:15:22 -0800,"Central, New Jersey",Hawaii
9084,570239546673238017,negative,1.0,Customer Service Issue,0.6527,,_Justin22_,,0,"@USAirways Been on hold for 40 minutes, calling because my flight is delayed.  This type of service in not acceptable.",,2015-02-24 07:11:17 -0800,,Eastern Time (US & Canada)
9085,570237453229019137,negative,1.0,Customer Service Issue,1.0,,DocUX,,0,@USAirways been on hold for 2 hours for something which I could have done in less than 1 minute if it was available.Your site UX is awe full,,2015-02-24 07:02:58 -0800,USA,Quito
9086,570236495367315456,negative,0.6842,Customer Service Issue,0.3474,,dgjessee,,0,@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,,2015-02-24 06:59:09 -0800,"Atlanta, United States",Eastern Time (US & Canada)
9087,570236313393373186,negative,1.0,Customer Service Issue,0.6378,,david_drhealey,,0,@USAirways i understand that but i should still be able to view my reservation online....,,2015-02-24 06:58:26 -0800,"Central, New Jersey",Hawaii
9088,570235676916117504,negative,0.669,Late Flight,0.3365,,Dukestuaff,,0,@USAirways another fiasco at National. Forever from jet to gate on 8:05am flight from RDU,,2015-02-24 06:55:54 -0800,"Durham, NC",Eastern Time (US & Canada)
9089,570235609933078529,negative,1.0,Customer Service Issue,1.0,,oliviahaymond,,0,"@USAirways - Good to know that your phone customer service is still impaired due to ""bad weather"" that was over a week ago #jetblueanyone?",,2015-02-24 06:55:38 -0800,"Tampa, Florida",Eastern Time (US & Canada)
